age,educ,earnings,marry
43,2,320,0
43,5,1576.92,0
34,3,712.5,1
34,1,450,1
40,3,784.60999,1
58,2,480,1
35,4,865.38,0
43,1,480,1
50,5,2653.8401,1
43,1,400,0
57,4,2500,1
68,5,1538,1
46,3,1150,1
60,2,953.85999,1
30,5,1250,1
52,4,1346,1
54,3,1008,1
30,2,350,0
41,1,799.20001,0
42,2,840,1
41,3,440,1
55,4,2884,0
60,2,2884.6101,0
53,1,720,1
59,4,1600,1
44,3,1150,1
34,3,880,0
55,2,480.76001,0
68,2,673,1
25,4,500,0
29,4,647.69,1
23,2,385,0
46,3,516,1
41,2,1052,1
58,1,923.07001,1
57,2,1730,1
35,5,972.79999,1
63,1,865.5,1
53,2,784,1
48,2,840,1
24,3,560,0
62,2,760,1
62,3,230.75999,1
52,2,351,0
44,2,1019.6,0
60,2,828.40002,1
41,1,673,1
35,2,160,0
58,1,470.39999,1
43,5,2500,1
46,4,1538.46,0
54,3,350,1
56,3,1200,0
37,2,800,0
49,3,961.53003,0
29,3,1300,0
33,1,950,1
47,2,996,1
32,3,769,0
61,5,1538,0
41,4,1000,1
22,4,300,0
40,3,2884.6101,1
31,4,961.53003,0
45,5,2884.6101,1
46,4,923,0
49,3,890,1
44,3,1509,0
36,2,2884.6101,1
38,1,420,1
38,1,620,1
32,2,600,0
39,1,500,0
45,1,360,1
24,5,615.38,0
21,3,559,0
25,4,480.76001,0
54,3,1100,0
30,1,310,1
26,3,600,0
67,3,360,1
24,1,240,1
40,2,288,0
63,2,882,1
32,2,800,0
25,3,910,0
53,5,1346,1
58,4,800,1
33,2,907.20001,1
30,5,992.29999,1
33,5,184,1
35,5,894.22998,0
58,4,1298,1
31,1,484,1
31,4,760,0
40,3,360,0
62,4,566.66998,1
46,2,765,1
27,3,690.38,0
34,1,360,0
44,1,620,0
49,1,620,0
64,1,624,0
61,2,576,0
28,3,500,0
34,1,500,0
26,2,724,1
28,4,775,0
25,1,400,1
28,5,1846.15,1
36,5,644.22998,1
33,2,2884.6101,1
46,2,350,1
48,4,2884.6101,1
40,4,769.22998,1
36,1,350,1
51,5,2884.6101,1
26,3,692.29999,0
43,2,846,0
46,4,1923.05,1
34,3,896.5,1
46,3,1153.84,1
59,1,500,1
21,3,145,0
23,3,400,0
54,5,2307,1
51,4,2536,1
42,4,2884.6101,1
37,2,1115.38,1
56,3,1057,1
32,3,1057,0
56,4,2596.1499,1
48,4,2500,0
61,1,217.5,1
39,5,2884.6101,1
42,1,1000,1
24,2,180,0
58,2,824,1
28,1,484.60999,1
42,2,1000,1
57,2,576.91998,1
39,4,2884.6101,1
46,3,1509.61,1
31,3,415.38,0
44,3,1442.3,1
50,4,1346.15,1
30,3,769.22998,1
36,4,500,1
74,1,150,0
43,1,2884.6101,1
58,4,1538.46,1
50,1,2884.6101,0
32,1,680,1
62,4,1769.23,1
42,3,1307,1
39,3,1000,0
73,2,250,0
54,4,894,1
42,3,1153,0
55,4,2884.6101,1
40,4,2884.6101,1
38,3,516,1
59,3,865.38,0
42,4,1250,1
40,2,1153.84,1
44,4,700,1
75,2,961,1
56,5,2884.6101,1
67,3,250,1
33,3,410,0
27,4,1846,1
37,2,1080,1
59,2,1150,1
48,4,769,1
37,3,712.5,1
25,1,450,0
66,5,1557.6899,1
56,4,650,1
48,5,2884.6101,1
57,5,2884.6101,1
70,2,2000,1
47,3,207.69,1
33,4,923,0
53,2,423.07001,0
35,2,520,0
28,3,580,0
32,2,692.29999,0
30,4,2019,1
41,1,2230,1
57,2,522,1
29,3,415,0
61,1,900,1
48,1,800,1
71,3,1635,1
22,2,1250,1
35,4,750,1
61,3,200,1
55,3,1346,1
21,2,375,0
22,2,175,0
38,5,580,0
43,2,1280,1
24,3,1615.38,0
52,4,2153.8401,1
43,3,750,1
26,3,576.91998,1
21,2,600,0
31,3,840,1
41,4,692,1
27,5,653.84003,0
24,4,609.60999,0
36,4,538.46002,0
65,2,640,0
29,5,969.22998,1
69,4,1634.61,1
49,3,1730,1
61,4,847.20001,1
59,5,519.22998,1
62,3,126.92,1
35,1,247.5,0
48,5,2307.6899,1
22,2,440,0
44,2,320,0
45,2,800,0
55,1,470.39999,1
29,2,161.53,0
47,3,384.60999,1
25,2,1212.5,0
22,2,990,0
55,3,1730,1
43,3,1538.46,1
21,2,950,0
21,2,950,0
60,5,2166,1
27,3,640,1
38,2,1153.84,1
41,3,340,1
49,3,1923.0699,1
21,3,520,1
24,1,269.23001,0
23,1,278.84,0
21,2,800,0
21,2,913,0
35,1,720,0
35,4,760,0
42,2,900,1
21,3,192,0
25,3,428,0
34,2,420,0
26,2,440,0
28,4,1118.76,1
21,3,400,1
25,1,507.69,1
49,4,1057.6899,1
24,3,484.79999,1
38,2,390,1
38,4,1058.8199,1
33,4,1846,1
45,4,1115,0
53,3,1300,0
35,2,990,1
62,5,2884.6101,1
68,2,368,1
47,2,1076.92,0
46,2,1100,1
55,4,1442.3,1
61,4,2884.6101,0
26,2,270,0
40,3,350,0
55,3,750,1
24,2,1084,0
23,2,384,0
49,4,961.53003,1
57,5,1875,0
53,2,1000,0
44,1,600,0
44,4,1425,1
51,5,700,1
29,4,846,0
49,2,1250,1
47,5,1923.0699,1
38,3,1538,1
51,2,1640,1
39,2,1312,1
65,2,700,1
54,2,1020,0
27,4,800,0
27,4,1564,0
52,2,350,1
49,4,769,1
40,2,1850,1
48,4,2884.6101,1
34,5,1442,1
47,4,680,1
51,2,650,1
38,3,488.39999,1
64,4,2884.6101,1
41,4,1538.46,0
44,5,2769.23,0
39,4,1250,1
29,2,461,1
45,4,1711,1
38,2,760,0
48,2,2596.1499,1
56,2,1288,0
39,5,2769,1
47,5,1153.84,1
55,3,1230.76,0
47,4,2596.1499,1
39,3,673.07001,1
44,2,520,1
63,5,2166,0
64,5,769.22998,1
26,2,576.91998,0
35,3,1623,1
67,1,120,1
33,2,440,1
38,4,2269.23,1
51,2,961,1
23,3,490,0
47,4,600,1
55,4,992,1
31,3,520,0
61,3,600,1
47,3,992.29999,1
24,4,609,0
24,4,609,0
52,5,1153,1
23,2,342.5,0
43,3,400,1
63,2,2019.23,1
57,1,1538.46,0
48,4,2884.6101,1
59,1,440,1
66,3,673.07001,1
55,2,2750,1
44,2,250,1
41,3,408,1
51,5,2536,1
50,4,1442.3,0
56,2,680,1
38,4,1403.84,0
28,4,923,1
43,3,1923,1
30,4,720,1
61,5,2884.6101,1
42,4,1538,1
23,3,528,0
24,4,538,0
32,3,1666.5,1
57,3,712,1
36,4,1875,0
54,2,1665,1
41,3,2692.3,0
54,2,1203.2,0
73,2,300,1
51,4,903.84003,0
57,3,2076.9199,0
79,5,542.84998,0
43,4,923,1
47,4,1442.3,0
56,1,470.39999,1
27,2,600,0
30,2,600,0
53,3,2884.6101,0
23,2,100,0
24,3,538.46002,0
65,4,1730,1
63,2,923,1
29,2,715,1
76,3,192,1
73,3,1153.84,1
50,3,1015,1
66,4,125,1
33,1,400,1
38,2,520,1
62,4,115.38,1
43,5,1144.23,0
34,3,920,1
44,4,1538,1
35,5,923.07001,1
62,3,961.53003,1
25,3,739,0
22,3,2034,0
80,3,2000,1
50,1,295,0
38,2,480,1
69,2,125,1
39,4,1153.84,1
53,3,961.53003,1
70,2,266,1
54,2,800,1
32,3,720,1
29,2,690,0
60,5,1613.63,1
30,2,1308,1
58,2,870,0
31,2,426.5,0
52,1,841.90002,0
32,5,730.76001,0
33,4,1435,0
55,2,769.22998,0
55,2,620.84003,1
49,2,495,0
46,2,1730,1
63,2,1153.84,1
56,5,2884.6101,1
42,3,336.53,0
45,3,961.53003,1
41,4,1538,1
71,4,542,1
32,1,240,0
61,4,2884.6101,0
39,5,769.22998,1
54,2,800,1
44,1,707.59998,1
26,2,652.5,1
52,2,1200,1
44,3,750,0
26,3,540,0
44,3,1400,1
25,3,500,0
55,4,1480,0
24,2,672,0
42,1,480.76001,0
36,3,615.38,0
26,3,410,0
33,2,360,0
29,2,360,1
52,5,1480.76,1
54,2,408,1
27,2,950,1
37,2,600,1
48,2,360,0
28,2,750,0
61,2,1173,1
43,2,1923,0
29,3,616,0
25,2,600,0
37,4,1153.84,1
52,3,680,1
43,4,1538,0
64,2,440,1
35,1,420,0
45,3,2211.53,0
41,2,420,1
33,1,964,1
28,4,403.84,0
36,5,2692.3,1
62,2,1060,1
26,4,1346.15,0
49,5,1307.6899,1
30,4,1115.38,0
65,3,1288,1
34,2,800,0
28,4,2057.6899,1
42,4,1923.0699,1
65,5,765,1
42,2,263.5,0
60,4,1476.92,1
29,4,1075,1
45,4,2307.6899,1
43,2,1057.6899,0
25,4,961.53003,0
49,4,2884.6101,1
26,4,1250,1
54,2,560,1
35,2,855,0
35,2,855,0
57,1,520,1
33,3,1346,0
24,3,500,0
45,2,1344,1
38,3,1057.6899,0
47,2,769.22998,1
23,3,600,0
47,3,961.53003,1
35,1,466,1
60,1,520,0
46,2,2076.9199,1
49,2,1360,1
46,3,1044.8,1
38,3,700,1
60,3,1016,1
40,3,1272.2,0
60,2,961,1
69,3,550,0
36,3,440,1
46,4,538.79999,1
42,1,750,0
32,1,480,1
23,3,461.53,0
65,1,1500,1
32,2,350,0
31,3,400,0
67,2,1753.84,0
35,2,1153,0
31,2,2410,0
22,2,1196,0
45,2,300,0
33,2,1187.5,0
49,2,600,0
44,4,452,0
30,3,1634.61,0
22,3,200,0
61,3,1884.61,1
64,4,402.5,1
50,4,2884.6101,1
54,4,1384,1
33,4,385,1
29,3,384.60999,1
42,3,1456,1
25,2,663.46002,1
37,3,1384.61,1
38,2,750,1
59,3,623,1
51,3,1384,0
43,4,1000,0
56,5,1153.84,0
31,2,1250,1
36,3,948,0
30,2,720,1
64,3,750,1
58,2,840,0
37,4,1826.92,1
50,3,990,1
48,1,440,0
50,4,457.89999,0
56,5,2884.6101,0
50,3,1827.5,1
23,4,865,0
61,4,1538.46,1
23,1,116,0
34,4,288,1
41,3,1450,1
47,4,1547.1,1
59,2,667,0
41,2,1538,1
29,2,673.07001,1
41,2,300,0
38,2,1080,1
32,3,1030,0
48,3,1590,0
32,3,700,1
50,3,650,1
44,1,620,1
31,4,961,1
39,4,855,1
24,2,350,1
80,3,307,1
48,2,600,1
43,2,935,1
31,1,735,0
61,1,720,1
47,2,429,1
61,3,1500,1
38,4,350,0
42,1,200,0
53,3,680,1
58,4,160,1
61,2,1153,1
47,2,769,1
48,2,400,0
38,3,900,0
32,4,1826.92,1
26,3,642,0
57,4,1538,1
21,3,400,0
34,5,2032.6899,0
45,2,893.59998,1
38,3,961,1
22,3,675,0
44,4,2884,1
42,5,1107,1
38,4,1107.6899,1
29,3,1438,1
42,5,2884.6101,1
35,2,384,0
63,2,715,1
42,4,1153,0
50,2,1269.23,0
27,2,2884,1
31,2,2769.23,1
26,2,1000,1
48,3,1730.76,1
30,1,825,1
52,1,1634.61,0
23,3,400,0
54,5,1923.0699,1
42,3,369.23001,0
26,1,510,0
49,5,2884.6101,0
34,2,769.22998,1
33,3,1035,0
23,3,420,0
44,1,400,0
33,1,400,0
51,5,1711.53,0
68,4,1280,0
39,3,961.53003,0
59,3,1153,1
54,4,1538.46,0
46,2,1190,1
22,3,225.39999,0
51,4,1288.46,1
46,3,990,1
52,5,2884.6101,1
26,4,288,0
38,2,1015.38,1
46,3,923.07001,1
35,3,1240,0
31,4,1250,0
58,3,2884.6101,1
43,3,507.78,0
56,3,1192.3,1
41,4,680,0
31,4,1134.61,0
44,5,2884.6101,1
35,4,1019.23,1
54,2,360,0
52,2,850,1
24,3,148,0
50,3,400,0
62,4,2307,1
63,1,462.5,1
29,1,450,1
23,3,150,0
50,2,634.60999,1
26,4,950.40002,0
39,4,2884.6101,0
47,3,1100,1
53,4,680,0
25,2,202.5,0
49,2,202.5,0
25,2,420,0
58,4,700,1
42,2,640,1
42,2,640.40002,1
39,1,1035,1
27,2,1000,1
34,1,255,1
45,1,342,1
25,3,673.07001,1
39,1,876.15002,1
40,2,530.25,1
34,2,640,0
23,1,516,1
44,2,928.20001,1
37,3,1519,1
34,3,380.79999,0
28,3,400,0
27,3,769,1
41,2,480,1
23,3,400,0
52,2,680,1
52,2,400,0
49,2,514,1
50,1,500,0
24,2,550,0
40,1,200,1
44,2,1480,1
27,4,865,0
38,5,1442,0
38,3,1100,1
71,5,690,1
39,1,575,0
33,4,2884.6101,0
25,4,730,0
27,4,1040,0
55,3,1546.15,1
62,4,1211,0
50,4,1000,1
53,1,500,1
27,1,400,0
43,4,800,0
62,1,350,1
45,4,1153,0
30,3,769.22998,1
57,3,1019,1
28,4,1057.6899,0
30,2,1120,1
29,2,403.84,0
53,5,1346.15,1
41,3,700,1
35,4,700,1
35,4,960,0
44,5,2307.6899,1
58,4,1923.0699,0
66,2,800,0
42,5,1000,0
37,1,315,0
32,4,1057.6899,0
32,5,1115.38,0
29,3,1442,1
60,3,667,1
25,2,344,0
27,3,344,0
26,3,423.07001,1
52,5,2884.6101,0
48,4,1900,1
35,4,576.91998,0
34,5,576.91998,0
44,4,2884.6101,0
64,4,1500,1
43,5,769.22998,1
45,2,1240,1
51,3,960,0
49,3,1600,1
29,5,200,0
34,5,1057,1
65,3,2307.46,1
60,3,1730,0
47,4,769.22998,0
38,3,960,0
58,3,2884.6101,1
28,3,600,0
32,2,1442.3,1
50,2,865.38,1
31,2,450,0
28,4,1500,1
26,2,152,1
31,1,360,1
61,1,270,1
25,4,365.38,0
61,3,2692.3,1
54,5,2596.1499,0
49,3,961.53003,0
31,5,2884.6101,1
45,5,2884.6101,1
42,2,1200,0
36,4,1900,1
34,4,1650,1
47,1,225,1
54,2,1134.61,1
53,1,702,1
36,3,680,1
39,4,1538.46,0
54,1,700,0
33,4,1450,1
21,4,700,0
52,3,1581,1
42,3,2884.6101,1
29,1,500,1
62,1,275,0
37,1,640,1
48,2,334.39999,0
48,3,1640,0
45,1,400,1
21,2,255,0
40,2,1200,1
54,2,680,0
66,3,470,1
67,3,680,1
47,3,1153.84,1
22,3,220,0
35,4,960,0
50,1,360,1
50,4,2884.6101,0
43,2,530.76001,1
38,3,1200,1
47,1,500,1
50,1,519.22998,0
40,5,2884.6101,1
51,3,1730,0
66,3,800,1
41,2,821.09998,0
48,5,1900,1
31,1,400,1
30,3,400,0
39,2,615,1
33,2,400,0
60,4,2284.6101,1
31,3,800,1
45,4,961,1
41,4,2884.6101,1
27,2,830,0
51,1,1145,1
53,2,2000,1
38,3,790,0
50,3,720,0
29,3,1269,0
53,2,1184.5,1
63,5,1442,1
32,1,1160,1
26,2,400,1
57,4,1346,0
23,2,384,0
31,5,576,1
32,2,330,1
35,3,2884.6101,1
58,2,612,1
50,1,420,1
42,3,961,1
72,4,346,1
36,3,876.91998,0
49,4,480,0
31,1,200,1
42,1,400,1
44,1,500,1
28,2,344,0
34,1,440,0
29,3,640,0
22,1,340,0
42,5,961,0
51,3,1696,0
35,3,980,1
33,1,648,1
44,3,1211.53,0
60,3,578,0
31,2,420,0
47,2,300,1
34,3,1075,1
47,2,1384.61,0
42,3,1500,1
56,1,600,1
29,5,1384.61,1
38,2,390,0
43,3,625,0
33,2,420,0
63,1,680,0
44,5,1384.61,1
34,2,615.38,1
48,2,790,1
50,1,101.53,1
23,3,480,0
65,3,800,1
51,1,360,1
46,3,1300,1
62,3,1019.23,0
23,2,180,0
75,3,350,1
33,2,961.53003,0
43,5,2307,1
25,3,640,1
53,4,576,1
53,3,640,1
52,4,1234.4,1
23,2,600,0
47,1,1153.84,1
49,5,1346,1
50,2,510,1
40,2,360,0
35,3,587.5,1
42,5,1076,1
27,4,345,0
61,2,920,1
66,2,1038.46,1
56,5,2884,1
61,3,1346,0
56,2,1400,1
45,4,1923,1
36,2,520,1
45,3,740,1
42,2,2450,1
28,1,350,0
39,3,2884.6101,1
54,3,2884.6101,1
21,3,240,0
55,3,920,0
26,3,236,0
47,3,960,1
59,1,720,1
34,2,1442,1
29,1,460,0
37,4,700,0
21,3,180,0
47,3,2080,1
37,2,1446.8,0
44,5,2884.6101,0
64,2,1306,0
22,3,358.75,0
50,4,2307,1
31,3,616,1
23,2,700,0
63,5,1153.84,1
41,4,1076.92,0
32,3,632.5,1
69,3,293.75,1
50,5,2884.6101,1
35,1,600,1
59,1,580,0
34,2,500,0
71,4,420,1
29,4,961.53003,0
26,3,800,0
33,2,1100,1
38,4,1346.15,1
53,3,960,1
31,2,807.69,0
37,3,773.20001,1
53,3,900,1
23,3,399.75,0
56,4,2000,1
35,2,1554.4,0
38,1,350,1
23,3,456,1
34,3,720,1
48,3,1500,1
52,2,900,1
51,5,500,0
53,3,1923,1
23,4,456,0
41,1,1375,1
44,3,1134.61,1
40,1,350,0
30,3,596,1
48,3,1057,1
57,5,1250,1
29,2,300,0
26,1,850,1
35,2,700,1
37,5,961.53003,0
23,4,1115.38,0
61,5,2307,1
26,3,553,0
40,4,1442,1
58,2,1753.3,1
33,3,1472,1
30,1,360,0
56,4,1538,1
50,2,1442.3,1
30,5,730.76001,0
60,3,578,1
33,4,2307.6899,1
51,3,900,1
46,4,2500,1
50,5,2461.53,0
49,4,2884.6101,0
57,3,1442,1
24,4,700,0
35,4,1250,1
30,4,961.53003,1
45,4,1442,1
41,2,2360,1
56,2,1250,1
35,4,1250,1
55,2,520,1
67,3,144.23,1
50,4,1078,0
60,4,700,1
68,3,2884.6101,1
40,2,1080,1
44,4,1153,1
59,5,100,1
39,3,1554.4,1
52,3,1000,1
61,2,2019.23,1
23,3,112.5,0
37,4,969.22998,1
57,4,1442.3,0
38,4,1538.46,1
48,1,769.22998,1
49,4,2115,1
52,2,331.5,0
52,1,340,1
75,3,160,0
50,4,1538,1
43,2,680,0
60,3,750,0
34,5,1650,0
71,5,595.46002,1
31,3,2884.6101,1
27,4,1153.84,0
24,4,1000,0
26,4,923.07001,0
28,4,1250,0
28,4,1384.61,0
34,5,2884.6101,1
30,4,1634.61,1
42,4,1923.0699,1
54,5,1000,0
29,5,2403.8401,0
25,4,1288.46,0
33,4,2884.6101,1
35,2,560,1
23,4,1346.15,0
23,4,769,0
30,5,2410,1
26,4,1730.76,0
61,5,2826.9199,0
50,2,2884,0
43,4,961.53003,0
52,2,2000,1
47,5,1923.0699,0
25,4,2692.3,0
26,4,1923.0699,1
31,4,961.53003,0
42,5,2884.6101,1
31,5,1538.46,1
35,4,1730.76,1
24,4,1220,0
35,5,1769.23,1
38,4,1040,1
26,5,2884.6101,0
45,5,2269.23,0
36,4,1057.6899,0
44,5,2884.6101,0
38,5,1120,0
70,2,976,1
53,4,1153.84,0
50,5,860,1
24,2,500,0
29,2,384.60999,1
29,3,913,0
48,4,1442,1
59,4,1250,0
40,3,425,1
32,2,1153.84,1
50,3,400,1
25,1,715,0
41,3,692,0
64,2,560,0
54,5,1442.3,1
29,4,576.91998,0
62,4,884.60999,1
56,4,2307,1
34,5,1330,1
59,3,1000,1
46,3,1554.4,0
35,2,1308,1
45,2,690,1
29,3,400,0
54,1,2576,1
46,3,960,1
31,2,1200,1
46,5,720,1
26,4,1057.6899,0
28,3,600,0
74,5,1634.61,0
71,4,2884.6101,1
27,1,700,0
37,3,380,0
50,4,1634.61,1
53,1,300,0
54,3,784.60999,1
46,2,2884,1
57,2,578,1
60,5,846.15002,1
45,5,2884.6101,1
54,3,769,1
26,5,1346,0
31,3,845,0
47,3,576,1
41,3,692.29999,1
56,2,1450,1
35,1,640,0
45,1,380,0
48,2,615.38,1
60,3,978.75,0
50,2,923.07001,0
36,3,405,0
26,4,1346.15,0
25,2,1250,0
28,3,1250,0
46,4,1634,0
38,3,343,0
54,2,277,0
55,2,2884.6101,1
21,2,461,0
21,2,280,0
42,2,961.53003,1
58,3,730.76001,1
63,3,320,0
46,4,1442,1
53,3,1726,0
59,4,2884,1
44,2,460,1
51,4,2884,0
54,1,800,1
40,3,1134,1
40,5,2884.6101,1
60,1,480,1
54,4,1442,0
52,5,715,0
64,4,500,1
66,3,100,0
39,3,727.79999,0
55,3,1826,1
53,4,1384.61,1
63,5,1923.0699,1
27,3,600,0
48,4,1923,1
62,3,800,1
58,5,2884.6101,1
63,3,1680,1
46,1,300,1
53,3,600,1
49,4,1442,1
55,4,500,1
36,3,615,1
43,3,769.22998,1
55,2,520,0
47,3,673.07001,1
39,2,708,1
32,2,600,0
28,2,582.52002,0
51,2,391.04001,0
64,4,1250,0
51,3,750,0
27,2,623,1
59,2,1826,1
43,4,669.22998,0
57,3,1538.46,0
67,5,1230.76,1
26,4,884.60999,0
39,2,1115.38,1
47,4,2884.6101,1
38,4,1211.53,0
22,1,692.29999,0
28,5,375,1
44,2,288.45999,1
24,2,865.38,0
29,3,520,0
25,2,520,0
56,3,660,0
44,5,1096.15,1
42,2,1000,1
71,5,673.07001,0
46,1,450,1
44,5,961,1
42,4,1538,1
59,1,975.20001,1
34,1,288.45999,0
39,5,2884.6101,1
28,5,961.53003,0
63,2,2019,0
62,2,667,0
49,4,1500,1
29,5,846.15002,1
60,2,961,1
26,1,520,0
27,4,500,1
31,1,460,0
60,2,2010,1
44,1,1715,1
53,2,673,1
34,2,1153.84,0
57,2,687.5,1
30,2,400,1
50,5,1098.85,1
58,1,1250,0
27,2,576,0
21,3,923.07001,0
37,3,1036.75,1
33,4,900,0
40,4,788.46002,0
76,4,420,1
36,4,1800,1
61,3,1140,0
50,2,780,0
72,4,2884.6101,0
47,4,1250,1
74,5,690,0
35,5,1153.84,0
55,2,1826,0
53,2,250,1
30,2,1250,1
37,3,900,0
23,3,770,1
51,2,800,0
23,3,830,0
46,2,900,0
41,1,1175,1
30,2,560,1
52,2,429,0
52,1,440,1
32,4,1052,1
32,2,1061,1
57,3,2800,1
32,3,865.38,1
35,5,1288.46,1
57,5,1750,1
29,3,660,1
53,1,725,1
47,3,360,1
44,4,826.91998,1
29,2,850,1
39,2,1153,1
41,4,2076.9199,0
31,2,880,1
63,4,961.5,1
34,1,460,1
34,3,881.20001,1
47,3,560,1
56,3,1057,0
34,4,1057.6899,1
55,3,1750,1
42,3,1400,1
68,3,236,1
64,1,288.45999,1
61,4,2403.8401,1
41,3,1743.8,1
38,3,774,1
30,3,1277,1
39,3,920,1
57,2,469.60001,1
50,3,790,1
45,5,1730,1
34,5,403.84,1
41,5,1923.0699,1
31,2,660,1
42,4,2403.8401,1
27,3,350,0
34,2,350,0
38,2,1874,1
40,2,1153,1
22,3,520,0
40,4,1000,1
55,4,784.60999,1
64,3,1555.38,1
72,5,2884.6101,1
27,2,510,1
49,2,600,1
42,5,1615,1
54,5,923,0
61,4,2884.6101,0
42,2,425,1
32,1,380,0
59,2,740,1
58,3,1538.46,1
60,2,390,1
36,5,2884.6101,1
35,5,1153.84,1
43,3,576,0
37,2,769.22998,1
54,4,923,1
47,5,1923.0699,1
30,2,769,0
31,3,1198,1
49,2,1153,1
31,3,1153,0
30,2,1153,0
36,4,2884.6101,1
29,2,700,1
70,5,2500,1
26,4,1634.61,1
47,5,2500,0
26,3,769,0
32,3,1198,1
44,2,1000,0
46,3,2692,1
56,5,2884.6101,1
24,4,826.91998,0
25,3,510,0
53,4,880,1
58,4,2403.8401,1
54,3,1170,1
57,5,1442.3,1
28,4,2884.6101,0
44,2,576.91998,0
58,5,1200,1
21,2,720,1
45,2,425,0
21,2,640,0
34,4,1923.0699,1
47,4,1000,1
24,4,2307.6899,0
34,4,950,1
52,4,2884.6101,1
49,1,600,1
22,3,250,0
25,2,350,0
50,5,769.22998,0
53,4,480,1
23,4,1120,0
28,4,887.79999,0
25,3,480,0
27,2,321.25,1
54,4,704,1
39,4,1150,1
26,3,775,1
45,2,500,1
51,1,874,0
66,3,696.79999,0
72,2,130,1
57,2,576.91998,1
43,4,1250,1
80,2,800,0
45,3,1634.61,1
42,4,2076,1
50,3,740,1
42,2,1000,1
73,2,130,0
50,5,800,1
32,4,876.91998,1
26,4,961.53003,0
22,2,440,0
48,3,880,0
58,5,1923,1
21,2,500,0
60,2,370,1
23,3,712.88,0
26,4,270,0
24,3,425,0
39,1,500,1
41,1,720,0
36,2,480,1
35,4,750,0
33,4,750,0
33,2,1500,0
23,1,480,0
54,4,1711.53,1
45,4,2075.3,1
50,4,2000,1
41,2,392.29999,1
25,3,989,0
48,2,1760,1
52,2,765,1
34,1,500,1
43,5,2307.6899,1
46,2,2884.6101,1
59,2,840,1
53,5,865,0
28,2,1160,1
60,5,1442.3,0
59,2,500,0
49,5,2115,1
22,4,400,0
22,4,1153.5,0
53,5,1150,1
24,4,1326.92,0
56,5,2500,1
49,2,360,1
35,2,700,1
51,4,1153.84,1
57,5,2403.8401,1
22,3,670,1
30,3,1160,1
24,3,584,0
27,2,540,0
52,4,2884.6101,1
65,3,104,0
30,3,1442.3,1
36,2,800,1
50,5,2884.6101,1
34,1,753.59998,0
50,2,850,1
64,4,769,1
23,4,769.22998,0
25,4,576.91998,0
28,2,350,0
28,2,400,0
50,2,800,0
35,1,400,1
63,5,2692,1
39,5,2115,1
56,4,547.23999,1
64,4,1057.6899,1
44,3,500,1
57,3,2019,1
30,3,688,1
31,3,150,1
45,3,1806,0
35,2,1806,1
24,3,840,0
45,4,1923.0699,1
46,2,540,1
54,5,1000,0
21,3,342,0
31,4,1100,1
31,4,1250,1
31,5,865.38,1
52,5,769,1
45,1,446,1
25,3,700,0
54,4,800,0
63,5,1923,1
26,2,341.25,0
52,5,1564,1
61,2,1153.84,1
36,5,2076.9199,1
30,1,500,0
29,3,965,0
31,3,1050,1
55,5,2884,1
43,2,790,1
43,4,913.46002,1
56,3,1846.15,1
30,2,580,0
37,1,1504.3199,0
27,3,849.59998,1
58,5,1000,1
37,5,2096.1499,1
59,5,2307,1
37,4,903,0
50,2,1147.5,1
35,4,865.38,1
51,5,1442.3,1
21,3,475,0
52,3,680,0
46,5,2115,1
60,2,692,1
33,3,600,0
60,4,961,1
60,5,100,1
78,2,600,0
52,3,948,1
34,2,516,0
64,2,2884.6101,0
25,4,948.60999,0
55,5,2115.3799,0
53,4,1153.84,0
46,3,1000,0
38,2,920,0
54,2,1019,1
32,2,1000,0
36,3,923,1
23,4,750,0
40,3,560,1
63,3,769.22998,1
50,3,750,1
33,2,560,1
42,4,2615.3799,1
68,2,500,1
44,3,961.53003,1
53,2,705,1
28,2,849.59998,0
52,3,1730.76,0
23,2,1305,0
68,2,696.79999,1
24,1,930,0
29,3,560,0
59,5,2692.3,1
48,2,382.79999,1
46,3,760,0
50,5,781.25,1
43,4,1634.61,1
50,4,1442.3,1
40,5,2884.6101,1
30,2,145,0
46,2,760,1
30,3,739.5,1
34,2,500,1
26,4,800,0
55,1,720,1
31,5,788.46002,1
32,3,1615.38,0
34,2,1000,1
31,3,600,1
56,1,414,0
35,3,346.14999,0
35,3,1798.28,0
30,3,1136.3,0
33,2,1240,1
28,4,450,0
45,3,1346.15,1
44,5,1923.0699,1
26,3,1459.5,1
54,3,1000,0
38,2,500,1
29,4,865,0
36,4,1153,1
46,2,1191.5,0
25,2,1079.5,0
25,2,865.38,1
80,4,440,1
29,2,756,1
47,5,1384.61,1
66,2,975,1
57,4,1250,0
36,1,300,1
37,2,2884.6101,1
34,3,520,0
46,4,913,0
44,4,807.69,1
36,4,769.22998,0
59,2,507.5,1
24,2,520,0
51,1,700,1
56,4,1442,1
43,2,1680,1
34,2,750,1
34,4,1875,1
25,1,369.23001,0
42,2,400,0
29,1,828,1
41,3,2307.6899,1
51,3,1294.76,1
51,2,1057.6899,1
23,4,673.07001,0
35,4,961.53003,0
50,2,2884.6101,1
54,4,913,1
22,3,757,0
57,2,780,1
63,3,1346.15,0
38,3,1520,0
35,4,1300,0
32,3,923.07001,1
54,2,1059.6,0
45,2,1251,0
63,3,160,1
55,3,840,1
42,5,1538.46,1
48,4,860,0
46,5,900,0
37,4,300,0
37,5,1346.15,1
22,3,735,0
61,4,1140,1
